"FAWN Station","Period","2m Rain tot (in)","2m Rain max over 15min (in)","N (# obs)"
"Homestead","16 Jul 2023  2:00 AM","0.00","0.00","4"
"Homestead","16 Jul 2023  3:00 AM","0.00","0.00","4"
"Homestead","16 Jul 2023  4:00 AM","0.00","0.00","4"
"Homestead","16 Jul 2023  5:00 AM","0.00","0.00","4"
"Homestead","16 Jul 2023  6:00 AM","0.00","0.00","4"
"Homestead","16 Jul 2023  7:00 AM","0.00","0.00","4"
"Homestead","16 Jul 2023  8:00 AM","0.00","0.00","4"
"Homestead","16 Jul 2023  9:00 AM","0.00","0.00","4"
"Homestead","16 Jul 2023  10:00 AM","0.00","0.00","4"
"Homestead","16 Jul 2023  11:00 AM","0.00","0.00","4"
"Homestead","16 Jul 2023  12:00 PM","0.00","0.00","4"
"Homestead","16 Jul 2023  1:00 PM","0.00","0.00","4"
"Homestead","16 Jul 2023  2:00 PM","0.00","0.00","4"
"Homestead","16 Jul 2023  3:00 PM","0.00","0.00","4"
"Homestead","16 Jul 2023  4:00 PM","0.00","0.00","4"
"Homestead","16 Jul 2023  5:00 PM","0.00","0.00","4"
"Homestead","16 Jul 2023  6:00 PM","0.00","0.00","4"
"Homestead","16 Jul 2023  7:00 PM","0.43","0.28","4"
"Homestead","16 Jul 2023  8:00 PM","0.03","0.02","4"
"Homestead","16 Jul 2023  9:00 PM","0.03","0.01","4"
"Homestead","16 Jul 2023  10:00 PM","0.01","0.01","4"
"Homestead","16 Jul 2023  11:00 PM","0.00","0.00","4"
"Homestead","17 Jul 2023  12:00 AM","0.00","0.00","4"
"Homestead","17 Jul 2023  1:00 AM","0.00","0.00","4"
"Homestead","17 Jul 2023  2:00 AM","0.00","0.00","4"
"Homestead","17 Jul 2023  3:00 AM","0.00","0.00","4"
"Homestead","17 Jul 2023  4:00 AM","0.00","0.00","4"
"Homestead","17 Jul 2023  5:00 AM","0.00","0.00","4"
"Homestead","17 Jul 2023  6:00 AM","0.00","0.00","4"
"Homestead","17 Jul 2023  7:00 AM","0.00","0.00","4"
"Homestead","17 Jul 2023  8:00 AM","0.00","0.00","4"
"Homestead","17 Jul 2023  9:00 AM","0.00","0.00","4"
"Homestead","17 Jul 2023  10:00 AM","0.00","0.00","4"
"Homestead","17 Jul 2023  11:00 AM","0.00","0.00","4"
"Homestead","17 Jul 2023  12:00 PM","0.00","0.00","4"
"Homestead","17 Jul 2023  1:00 PM","0.00","0.00","4"
"Homestead","17 Jul 2023  2:00 PM","0.00","0.00","4"
"Homestead","17 Jul 2023  3:00 PM","0.00","0.00","4"
"Homestead","17 Jul 2023  4:00 PM","0.00","0.00","4"
"Homestead","17 Jul 2023  5:00 PM","0.01","0.01","4"
"Homestead","17 Jul 2023  6:00 PM","0.00","0.00","4"
"Homestead","17 Jul 2023  7:00 PM","0.00","0.00","4"
"Homestead","17 Jul 2023  8:00 PM","0.00","0.00","4"
"Homestead","17 Jul 2023  9:00 PM","0.00","0.00","4"
"Homestead","17 Jul 2023  10:00 PM","0.00","0.00","4"
"Homestead","17 Jul 2023  11:00 PM","0.00","0.00","4"
"Homestead","18 Jul 2023  12:00 AM","0.00","0.00","4"
"Homestead","18 Jul 2023  1:00 AM","0.00","0.00","4"
"Homestead","18 Jul 2023  2:00 AM","0.00","0.00","4"
"Homestead","18 Jul 2023  3:00 AM","0.00","0.00","4"
"Homestead","18 Jul 2023  4:00 AM","0.00","0.00","4"
"Homestead","18 Jul 2023  5:00 AM","0.00","0.00","4"
"Homestead","18 Jul 2023  6:00 AM","0.00","0.00","4"
"Homestead","18 Jul 2023  7:00 AM","0.00","0.00","4"
"Homestead","18 Jul 2023  8:00 AM","0.00","0.00","4"
"Homestead","18 Jul 2023  9:00 AM","0.00","0.00","4"
"Homestead","18 Jul 2023  10:00 AM","0.00","0.00","4"
"Homestead","18 Jul 2023  11:00 AM","0.00","0.00","4"
"Homestead","18 Jul 2023  12:00 PM","0.00","0.00","4"
"Homestead","18 Jul 2023  1:00 PM","0.00","0.00","4"
"Homestead","18 Jul 2023  2:00 PM","0.00","0.00","4"
"Homestead","18 Jul 2023  3:00 PM","0.00","0.00","4"
"Homestead","18 Jul 2023  4:00 PM","0.00","0.00","4"
"Homestead","18 Jul 2023  5:00 PM","0.00","0.00","4"
"Homestead","18 Jul 2023  6:00 PM","0.00","0.00","4"
"Homestead","18 Jul 2023  7:00 PM","0.00","0.00","4"
"Homestead","18 Jul 2023  8:00 PM","0.00","0.00","4"
"Homestead","18 Jul 2023  9:00 PM","0.00","0.00","4"
"Homestead","18 Jul 2023  10:00 PM","0.00","0.00","4"
"Homestead","18 Jul 2023  11:00 PM","0.00","0.00","4"
"Homestead","19 Jul 2023  12:00 AM","0.00","0.00","4"
"Homestead","19 Jul 2023  1:00 AM","0.00","0.00","4"
"Homestead","19 Jul 2023  2:00 AM","0.00","0.00","4"
"Homestead","19 Jul 2023  3:00 AM","0.00","0.00","4"
"Homestead","19 Jul 2023  4:00 AM","0.00","0.00","4"
"Homestead","19 Jul 2023  5:00 AM","0.00","0.00","4"
"Homestead","19 Jul 2023  6:00 AM","0.14","0.14","4"
"Homestead","19 Jul 2023  7:00 AM","0.00","0.00","4"
"Homestead","19 Jul 2023  8:00 AM","0.00","0.00","4"
"Homestead","19 Jul 2023  9:00 AM","0.00","0.00","4"
"Homestead","19 Jul 2023  10:00 AM","0.00","0.00","4"
"Homestead","19 Jul 2023  11:00 AM","0.17","0.14","4"
"Homestead","19 Jul 2023  12:00 PM","0.00","0.00","4"
"Homestead","19 Jul 2023  1:00 PM","0.00","0.00","4"
"Homestead","19 Jul 2023  2:00 PM","0.05","0.05","4"
"Homestead","19 Jul 2023  3:00 PM","0.00","0.00","4"
"Homestead","19 Jul 2023  4:00 PM","0.00","0.00","4"
"Homestead","19 Jul 2023  5:00 PM","0.00","0.00","4"
"Homestead","19 Jul 2023  6:00 PM","0.00","0.00","4"
"Homestead","19 Jul 2023  7:00 PM","0.00","0.00","4"
"Homestead","19 Jul 2023  8:00 PM","0.00","0.00","4"
"Homestead","19 Jul 2023  9:00 PM","0.00","0.00","4"
"Homestead","19 Jul 2023  10:00 PM","0.00","0.00","4"
"Homestead","19 Jul 2023  11:00 PM","0.00","0.00","4"
"Homestead","20 Jul 2023  12:00 AM","0.00","0.00","4"
"Homestead","20 Jul 2023  1:00 AM","0.00","0.00","4"
"Homestead","20 Jul 2023  2:00 AM","0.00","0.00","4"
"Homestead","20 Jul 2023  3:00 AM","0.00","0.00","4"
"Homestead","20 Jul 2023  4:00 AM","0.00","0.00","4"
"Homestead","20 Jul 2023  5:00 AM","0.00","0.00","4"
"Homestead","20 Jul 2023  6:00 AM","0.00","0.00","4"
"Homestead","20 Jul 2023  7:00 AM","0.00","0.00","4"
"Homestead","20 Jul 2023  8:00 AM","0.00","0.00","4"
"Homestead","20 Jul 2023  9:00 AM","0.00","0.00","4"
"Homestead","20 Jul 2023  10:00 AM","0.03","0.03","4"
"Homestead","20 Jul 2023  11:00 AM","0.00","0.00","4"
"Homestead","20 Jul 2023  12:00 PM","0.00","0.00","4"
"Homestead","20 Jul 2023  1:00 PM","0.00","0.00","4"
"Homestead","20 Jul 2023  2:00 PM","0.00","0.00","4"
"Homestead","20 Jul 2023  3:00 PM","0.00","0.00","4"
"Homestead","20 Jul 2023  4:00 PM","0.00","0.00","4"
"Homestead","20 Jul 2023  5:00 PM","0.00","0.00","4"
"Homestead","20 Jul 2023  6:00 PM","0.00","0.00","4"
"Homestead","20 Jul 2023  7:00 PM","0.00","0.00","4"
"Homestead","20 Jul 2023  8:00 PM","0.00","0.00","4"
"Homestead","20 Jul 2023  9:00 PM","0.00","0.00","4"
"Homestead","20 Jul 2023  10:00 PM","0.00","0.00","4"
"Homestead","20 Jul 2023  11:00 PM","0.00","0.00","4"
"Homestead","21 Jul 2023  12:00 AM","0.00","0.00","4"
"Homestead","21 Jul 2023  1:00 AM","0.00","0.00","4"
"Homestead","21 Jul 2023  2:00 AM","0.00","0.00","4"
"Homestead","21 Jul 2023  3:00 AM","0.00","0.00","4"
"Homestead","21 Jul 2023  4:00 AM","0.00","0.00","4"
"Homestead","21 Jul 2023  5:00 AM","0.00","0.00","4"
"Homestead","21 Jul 2023  6:00 AM","0.00","0.00","4"
"Homestead","21 Jul 2023  7:00 AM","0.00","0.00","4"
"Homestead","21 Jul 2023  8:00 AM","0.00","0.00","4"
"Homestead","21 Jul 2023  9:00 AM","0.00","0.00","4"
"Homestead","21 Jul 2023  10:00 AM","0.00","0.00","4"
"Homestead","21 Jul 2023  11:00 AM","0.00","0.00","4"
"Homestead","21 Jul 2023  12:00 PM","0.00","0.00","4"
"Homestead","21 Jul 2023  1:00 PM","0.00","0.00","4"
"Homestead","21 Jul 2023  2:00 PM","0.00","0.00","4"
"Homestead","21 Jul 2023  3:00 PM","0.00","0.00","4"
"Homestead","21 Jul 2023  4:00 PM","0.00","0.00","4"
"Homestead","21 Jul 2023  5:00 PM","0.00","0.00","4"
"Homestead","21 Jul 2023  6:00 PM","0.00","0.00","4"
"Homestead","21 Jul 2023  7:00 PM","0.00","0.00","4"
"Homestead","21 Jul 2023  8:00 PM","0.00","0.00","4"
"Homestead","21 Jul 2023  9:00 PM","0.00","0.00","4"
"Homestead","21 Jul 2023  10:00 PM","0.00","0.00","4"
"Homestead","21 Jul 2023  11:00 PM","0.00","0.00","4"
"Homestead","22 Jul 2023  12:00 AM","0.00","0.00","4"
"Homestead","22 Jul 2023  1:00 AM","0.00","0.00","4"
"Homestead","22 Jul 2023  2:00 AM","0.00","0.00","4"
"Homestead","22 Jul 2023  3:00 AM","0.00","0.00","4"
"Homestead","22 Jul 2023  4:00 AM","0.00","0.00","4"
"Homestead","22 Jul 2023  5:00 AM","0.00","0.00","4"
"Homestead","22 Jul 2023  6:00 AM","0.00","0.00","4"
"Homestead","22 Jul 2023  7:00 AM","0.00","0.00","4"
"Homestead","22 Jul 2023  8:00 AM","0.00","0.00","4"
"Homestead","22 Jul 2023  9:00 AM","0.00","0.00","4"
"Homestead","22 Jul 2023  10:00 AM","0.00","0.00","4"
"Homestead","22 Jul 2023  11:00 AM","0.00","0.00","4"
"Homestead","22 Jul 2023  12:00 PM","0.00","0.00","4"
"Homestead","22 Jul 2023  1:00 PM","0.00","0.00","4"
"Homestead","22 Jul 2023  2:00 PM","0.00","0.00","4"
"Homestead","22 Jul 2023  3:00 PM","0.00","0.00","4"
"Homestead","22 Jul 2023  4:00 PM","0.00","0.00","4"
"Homestead","22 Jul 2023  5:00 PM","0.00","0.00","4"
"Homestead","22 Jul 2023  6:00 PM","0.00","0.00","4"
"Homestead","22 Jul 2023  7:00 PM","0.00","0.00","4"
"Homestead","22 Jul 2023  8:00 PM","0.00","0.00","4"
"Homestead","22 Jul 2023  9:00 PM","0.00","0.00","4"
"Homestead","22 Jul 2023  10:00 PM","0.00","0.00","4"
"Homestead","22 Jul 2023  11:00 PM","0.00","0.00","4"
"Homestead","23 Jul 2023  12:00 AM","0.00","0.00","4"
"Homestead","23 Jul 2023  1:00 AM","0.00","0.00","4"
"Homestead","23 Jul 2023  2:00 AM","0.00","0.00","4"
"Homestead","23 Jul 2023  3:00 AM","0.00","0.00","4"
"Homestead","23 Jul 2023  4:00 AM","0.00","0.00","4"
"Homestead","23 Jul 2023  5:00 AM","0.00","0.00","4"
"Homestead","23 Jul 2023  6:00 AM","0.00","0.00","4"
"Homestead","23 Jul 2023  7:00 AM","0.00","0.00","4"
"Homestead","23 Jul 2023  8:00 AM","0.00","0.00","4"
"Homestead","23 Jul 2023  9:00 AM","0.00","0.00","4"
"Homestead","23 Jul 2023  10:00 AM","0.00","0.00","4"
"Homestead","23 Jul 2023  11:00 AM","0.00","0.00","4"
"Homestead","23 Jul 2023  12:00 PM","0.00","0.00","4"
"Homestead","23 Jul 2023  1:00 PM","0.00","0.00","4"
"Homestead","23 Jul 2023  2:00 PM","0.00","0.00","4"
"Homestead","23 Jul 2023  3:00 PM","0.00","0.00","4"
"Homestead","23 Jul 2023  4:00 PM","0.00","0.00","4"
"Homestead","23 Jul 2023  5:00 PM","0.00","0.00","4"
"Homestead","23 Jul 2023  6:00 PM","0.00","0.00","4"
"Homestead","23 Jul 2023  7:00 PM","0.00","0.00","4"
"Homestead","23 Jul 2023  8:00 PM","0.00","0.00","4"
"Homestead","23 Jul 2023  9:00 PM","0.00","0.00","4"
"Homestead","23 Jul 2023  10:00 PM","0.00","0.00","4"
"Homestead","23 Jul 2023  11:00 PM","0.00","0.00","4"
"Homestead","24 Jul 2023  12:00 AM","0.00","0.00","4"
"Homestead","24 Jul 2023  1:00 AM","0.00","0.00","4"
"Homestead","24 Jul 2023  2:00 AM","0.00","0.00","4"
"Homestead","24 Jul 2023  3:00 AM","0.00","0.00","4"
"Homestead","24 Jul 2023  4:00 AM","0.00","0.00","4"
"Homestead","24 Jul 2023  5:00 AM","0.00","0.00","4"
"Homestead","24 Jul 2023  6:00 AM","0.00","0.00","4"
"Homestead","24 Jul 2023  7:00 AM","0.00","0.00","4"
"Homestead","24 Jul 2023  8:00 AM","0.00","0.00","4"
"Homestead","24 Jul 2023  9:00 AM","0.00","0.00","4"
"Homestead","24 Jul 2023  10:00 AM","0.00","0.00","4"
"Homestead","24 Jul 2023  11:00 AM","0.00","0.00","4"
"Homestead","24 Jul 2023  12:00 PM","0.00","0.00","4"
"Homestead","24 Jul 2023  1:00 PM","0.00","0.00","4"
"Homestead","24 Jul 2023  2:00 PM","0.00","0.00","4"
"Homestead","24 Jul 2023  3:00 PM","0.00","0.00","4"
"Homestead","24 Jul 2023  4:00 PM","0.59","0.59","4"
"Homestead","24 Jul 2023  5:00 PM","1.28","1.07","4"
"Homestead","24 Jul 2023  6:00 PM","0.00","0.00","4"
"Homestead","24 Jul 2023  7:00 PM","0.00","0.00","4"
"Homestead","24 Jul 2023  8:00 PM","0.00","0.00","4"
"Homestead","24 Jul 2023  9:00 PM","0.00","0.00","4"
"Homestead","24 Jul 2023  10:00 PM","0.00","0.00","4"
"Homestead","24 Jul 2023  11:00 PM","0.00","0.00","4"
"Homestead","25 Jul 2023  12:00 AM","0.00","0.00","4"
"Homestead","25 Jul 2023  1:00 AM","0.00","0.00","4"
"Homestead","25 Jul 2023  2:00 AM","0.00","0.00","4"
"Homestead","25 Jul 2023  3:00 AM","0.00","0.00","4"
"Homestead","25 Jul 2023  4:00 AM","0.00","0.00","4"
"Homestead","25 Jul 2023  5:00 AM","0.00","0.00","4"
"Homestead","25 Jul 2023  6:00 AM","0.00","0.00","4"
"Homestead","25 Jul 2023  7:00 AM","0.00","0.00","4"
"Homestead","25 Jul 2023  8:00 AM","0.00","0.00","4"
"Homestead","25 Jul 2023  9:00 AM","0.00","0.00","4"
"Homestead","25 Jul 2023  10:00 AM","0.00","0.00","4"
"Homestead","25 Jul 2023  11:00 AM","0.00","0.00","4"
"Homestead","25 Jul 2023  12:00 PM","0.00","0.00","4"
"Homestead","25 Jul 2023  1:00 PM","0.00","0.00","4"
"Homestead","25 Jul 2023  2:00 PM","0.00","0.00","4"
"Homestead","25 Jul 2023  3:00 PM","0.00","0.00","4"
"Homestead","25 Jul 2023  4:00 PM","0.00","0.00","4"
"Homestead","25 Jul 2023  5:00 PM","0.00","0.00","4"
"Homestead","25 Jul 2023  6:00 PM","0.00","0.00","4"
"Homestead","25 Jul 2023  7:00 PM","0.00","0.00","4"
"Homestead","25 Jul 2023  8:00 PM","0.00","0.00","4"
"Homestead","25 Jul 2023  9:00 PM","0.00","0.00","4"
"Homestead","25 Jul 2023  10:00 PM","0.00","0.00","4"
"Homestead","25 Jul 2023  11:00 PM","0.00","0.00","4"
"Homestead","26 Jul 2023  12:00 AM","0.00","0.00","4"
"Homestead","26 Jul 2023  1:00 AM","0.00","0.00","4"
"Homestead","26 Jul 2023  2:00 AM","0.00","0.00","4"
"Homestead","26 Jul 2023  3:00 AM","0.00","0.00","4"
"Homestead","26 Jul 2023  4:00 AM","0.00","0.00","4"
"Homestead","26 Jul 2023  5:00 AM","0.00","0.00","4"
"Homestead","26 Jul 2023  6:00 AM","0.00","0.00","4"
"Homestead","26 Jul 2023  7:00 AM","0.00","0.00","4"
"Homestead","26 Jul 2023  8:00 AM","0.06","0.05","4"
"Homestead","26 Jul 2023  9:00 AM","0.06","0.03","4"
"Homestead","26 Jul 2023  10:00 AM","0.01","0.01","4"
"Homestead","26 Jul 2023  11:00 AM","0.08","0.05","4"
"Homestead","26 Jul 2023  12:00 PM","0.03","0.01","4"
"Homestead","26 Jul 2023  1:00 PM","0.03","0.01","4"
"Homestead","26 Jul 2023  2:00 PM","0.00","0.00","4"
"Homestead","26 Jul 2023  3:00 PM","0.00","0.00","4"
"Homestead","26 Jul 2023  4:00 PM","0.02","0.02","4"
"Homestead","26 Jul 2023  5:00 PM","0.18","0.15","4"
"Homestead","26 Jul 2023  6:00 PM","0.03","0.01","4"
"Homestead","26 Jul 2023  7:00 PM","0.01","0.01","4"
"Homestead","26 Jul 2023  8:00 PM","0.03","0.01","4"
"Homestead","26 Jul 2023  9:00 PM","0.01","0.01","4"
"Homestead","26 Jul 2023  10:00 PM","0.00","0.00","4"
"Homestead","26 Jul 2023  11:00 PM","0.00","0.00","4"
"Homestead","27 Jul 2023  12:00 AM","0.00","0.00","4"
"Homestead","27 Jul 2023  1:00 AM","0.00","0.00","4"
"Homestead","27 Jul 2023  2:00 AM","0.01","0.01","4"
"Homestead","27 Jul 2023  3:00 AM","0.00","0.00","4"
"Homestead","27 Jul 2023  4:00 AM","0.03","0.02","4"
"Homestead","27 Jul 2023  5:00 AM","0.00","0.00","4"
"Homestead","27 Jul 2023  6:00 AM","0.04","0.03","4"
"Homestead","27 Jul 2023  7:00 AM","0.32","0.18","4"
"Homestead","27 Jul 2023  8:00 AM","0.01","0.01","4"
"Homestead","27 Jul 2023  9:00 AM","0.00","0.00","4"
"Homestead","27 Jul 2023  10:00 AM","0.00","0.00","4"
"Homestead","27 Jul 2023  11:00 AM","0.00","0.00","4"
"Homestead","27 Jul 2023  12:00 PM","0.00","0.00","4"
"Homestead","27 Jul 2023  1:00 PM","0.00","0.00","4"
"Homestead","27 Jul 2023  2:00 PM","0.00","0.00","4"
"Homestead","27 Jul 2023  3:00 PM","0.00","0.00","4"
"Homestead","27 Jul 2023  4:00 PM","0.00","0.00","4"
"Homestead","27 Jul 2023  5:00 PM","0.00","0.00","4"
"Homestead","27 Jul 2023  6:00 PM","0.00","0.00","4"
"Homestead","27 Jul 2023  7:00 PM","0.00","0.00","4"
"Homestead","27 Jul 2023  8:00 PM","0.00","0.00","4"
"Homestead","27 Jul 2023  9:00 PM","0.00","0.00","4"
"Homestead","27 Jul 2023  10:00 PM","0.00","0.00","4"
"Homestead","27 Jul 2023  11:00 PM","0.00","0.00","4"
"Homestead","28 Jul 2023  12:00 AM","0.00","0.00","4"
"Homestead","28 Jul 2023  1:00 AM","0.00","0.00","4"
"Homestead","28 Jul 2023  2:00 AM","0.00","0.00","4"
"Homestead","28 Jul 2023  3:00 AM","0.00","0.00","4"
"Homestead","28 Jul 2023  4:00 AM","0.00","0.00","4"
"Homestead","28 Jul 2023  5:00 AM","0.00","0.00","4"
"Homestead","28 Jul 2023  6:00 AM","0.08","0.08","4"
"Homestead","28 Jul 2023  7:00 AM","0.11","0.07","4"
"Homestead","28 Jul 2023  8:00 AM","0.14","0.10","4"
"Homestead","28 Jul 2023  9:00 AM","0.00","0.00","4"
"Homestead","28 Jul 2023  10:00 AM","0.00","0.00","4"
"Homestead","28 Jul 2023  11:00 AM","1.24","0.57","4"
"Homestead","28 Jul 2023  12:00 PM","1.47","1.23","4"
"Homestead","28 Jul 2023  1:00 PM","0.15","0.12","4"
"Homestead","28 Jul 2023  2:00 PM","0.01","0.01","4"
"Homestead","28 Jul 2023  3:00 PM","0.00","0.00","4"
"Homestead","28 Jul 2023  4:00 PM","0.00","0.00","4"
"Homestead","28 Jul 2023  5:00 PM","0.00","0.00","4"
"Homestead","28 Jul 2023  6:00 PM","0.00","0.00","4"
"Homestead","28 Jul 2023  7:00 PM","0.00","0.00","4"
"Homestead","28 Jul 2023  8:00 PM","0.00","0.00","4"
"Homestead","28 Jul 2023  9:00 PM","0.00","0.00","4"
"Homestead","28 Jul 2023  10:00 PM","0.00","0.00","4"
"Homestead","28 Jul 2023  11:00 PM","0.00","0.00","4"
"Homestead","29 Jul 2023  12:00 AM","0.00","0.00","4"
"Homestead","29 Jul 2023  1:00 AM","0.00","0.00","4"
"Homestead","29 Jul 2023  2:00 AM","0.00","0.00","4"
"Homestead","29 Jul 2023  3:00 AM","0.00","0.00","4"
"Homestead","29 Jul 2023  4:00 AM","0.00","0.00","4"
"Homestead","29 Jul 2023  5:00 AM","0.00","0.00","4"
"Homestead","29 Jul 2023  6:00 AM","0.00","0.00","4"
"Homestead","29 Jul 2023  7:00 AM","0.00","0.00","4"
"Homestead","29 Jul 2023  8:00 AM","0.00","0.00","4"
"Homestead","29 Jul 2023  9:00 AM","0.00","0.00","4"
"Homestead","29 Jul 2023  10:00 AM","0.00","0.00","4"
"Homestead","29 Jul 2023  11:00 AM","0.00","0.00","4"
"Homestead","29 Jul 2023  12:00 PM","0.00","0.00","4"
"Homestead","29 Jul 2023  1:00 PM","0.00","0.00","4"
"Homestead","29 Jul 2023  2:00 PM","0.00","0.00","4"
"Homestead","29 Jul 2023  3:00 PM","0.00","0.00","4"
"Homestead","29 Jul 2023  4:00 PM","0.00","0.00","4"
"Homestead","29 Jul 2023  5:00 PM","0.00","0.00","4"
"Homestead","29 Jul 2023  6:00 PM","0.00","0.00","4"
"Homestead","29 Jul 2023  7:00 PM","0.00","0.00","4"
"Homestead","29 Jul 2023  8:00 PM","0.00","0.00","4"
"Homestead","29 Jul 2023  9:00 PM","0.00","0.00","4"
"Homestead","29 Jul 2023  10:00 PM","0.00","0.00","4"
"Homestead","29 Jul 2023  11:00 PM","0.00","0.00","4"
"Homestead","30 Jul 2023  12:00 AM","0.00","0.00","4"
"Homestead","30 Jul 2023  1:00 AM","0.00","0.00","4"
"Homestead","30 Jul 2023  2:00 AM","0.00","0.00","4"
"Homestead","30 Jul 2023  3:00 AM","0.00","0.00","4"
"Homestead","30 Jul 2023  4:00 AM","0.00","0.00","4"
"Homestead","30 Jul 2023  5:00 AM","0.00","0.00","4"
"Homestead","30 Jul 2023  6:00 AM","0.00","0.00","4"
"Homestead","30 Jul 2023  7:00 AM","0.00","0.00","4"
"Homestead","30 Jul 2023  8:00 AM","0.00","0.00","4"
"Homestead","30 Jul 2023  9:00 AM","0.00","0.00","4"
"Homestead","30 Jul 2023  10:00 AM","0.00","0.00","4"
"Homestead","30 Jul 2023  11:00 AM","0.00","0.00","4"
"Homestead","30 Jul 2023  12:00 PM","0.00","0.00","4"
"Homestead","30 Jul 2023  1:00 PM","0.00","0.00","4"
"Homestead","30 Jul 2023  2:00 PM","0.00","0.00","4"
"Homestead","30 Jul 2023  3:00 PM","0.00","0.00","4"
"Homestead","30 Jul 2023  4:00 PM","0.00","0.00","4"
"Homestead","30 Jul 2023  5:00 PM","0.00","0.00","4"
"Homestead","30 Jul 2023  6:00 PM","0.00","0.00","4"
"Homestead","30 Jul 2023  7:00 PM","0.00","0.00","4"
"Homestead","30 Jul 2023  8:00 PM","0.00","0.00","4"
"Homestead","30 Jul 2023  9:00 PM","0.00","0.00","4"
"Homestead","30 Jul 2023  10:00 PM","0.00","0.00","4"
"Homestead","30 Jul 2023  11:00 PM","0.00","0.00","4"
"Homestead","31 Jul 2023  12:00 AM","0.00","0.00","4"
"Homestead","31 Jul 2023  1:00 AM","0.00","0.00","4"
"Homestead","31 Jul 2023  2:00 AM","0.00","0.00","4"
"Homestead","31 Jul 2023  3:00 AM","0.00","0.00","4"
"Homestead","31 Jul 2023  4:00 AM","0.00","0.00","4"
"Homestead","31 Jul 2023  5:00 AM","0.00","0.00","4"
"Homestead","31 Jul 2023  6:00 AM","0.00","0.00","4"
"Homestead","31 Jul 2023  7:00 AM","0.00","0.00","4"
"Homestead","31 Jul 2023  8:00 AM","0.00","0.00","4"
"Homestead","31 Jul 2023  9:00 AM","0.00","0.00","4"
"Homestead","31 Jul 2023  10:00 AM","0.00","0.00","4"
"Homestead","31 Jul 2023  11:00 AM","0.00","0.00","4"
"Homestead","31 Jul 2023  12:00 PM","0.00","0.00","4"
"Homestead","31 Jul 2023  1:00 PM","0.00","0.00","4"
"Homestead","31 Jul 2023  2:00 PM","0.00","0.00","4"
"Homestead","31 Jul 2023  3:00 PM","0.00","0.00","4"
"Homestead","31 Jul 2023  4:00 PM","0.54","0.51","4"
"Homestead","31 Jul 2023  5:00 PM","0.31","0.19","4"
"Homestead","31 Jul 2023  6:00 PM","0.00","0.00","4"
"Homestead","31 Jul 2023  7:00 PM","0.00","0.00","4"
"Homestead","31 Jul 2023  8:00 PM","0.00","0.00","4"
"Homestead","31 Jul 2023  9:00 PM","0.00","0.00","4"
"Homestead","31 Jul 2023  10:00 PM","0.01","0.01","4"
"Homestead","31 Jul 2023  11:00 PM","0.00","0.00","4"
"Homestead","1 Aug 2023  12:00 AM","0.00","0.00","4"
"Homestead","1 Aug 2023  1:00 AM","0.00","0.00","4"
"Homestead","1 Aug 2023  2:00 AM","0.01","0.01","4"
"Homestead","1 Aug 2023  3:00 AM","0.00","0.00","4"
"Homestead","1 Aug 2023  4:00 AM","0.00","0.00","4"
"Homestead","1 Aug 2023  5:00 AM","0.00","0.00","4"
"Homestead","1 Aug 2023  6:00 AM","0.00","0.00","4"
"Homestead","1 Aug 2023  7:00 AM","0.00","0.00","4"
"Homestead","1 Aug 2023  8:00 AM","0.00","0.00","4"
"Homestead","1 Aug 2023  9:00 AM","0.00","0.00","4"
"Homestead","1 Aug 2023  10:00 AM","0.00","0.00","4"
"Homestead","1 Aug 2023  11:00 AM","0.00","0.00","4"
"Homestead","1 Aug 2023  12:00 PM","0.00","0.00","4"
"Homestead","1 Aug 2023  1:00 PM","0.26","0.14","4"
"Homestead","1 Aug 2023  2:00 PM","0.07","0.06","4"
"Homestead","1 Aug 2023  3:00 PM","0.00","0.00","4"
"Homestead","1 Aug 2023  4:00 PM","0.00","0.00","4"
"Homestead","1 Aug 2023  5:00 PM","0.00","0.00","4"
"Homestead","1 Aug 2023  6:00 PM","0.00","0.00","4"
"Homestead","1 Aug 2023  7:00 PM","0.00","0.00","4"
"Homestead","1 Aug 2023  8:00 PM","0.00","0.00","4"
"Homestead","1 Aug 2023  9:00 PM","0.00","0.00","4"
"Homestead","1 Aug 2023  10:00 PM","0.00","0.00","4"
"Homestead","1 Aug 2023  11:00 PM","0.00","0.00","4"
"Homestead","2 Aug 2023  12:00 AM","0.00","0.00","4"
"Homestead","2 Aug 2023  1:00 AM","0.00","0.00","4"
"Homestead","2 Aug 2023  2:00 AM","0.00","0.00","4"
"Homestead","2 Aug 2023  3:00 AM","0.00","0.00","4"
"Homestead","2 Aug 2023  4:00 AM","0.00","0.00","4"
"Homestead","2 Aug 2023  5:00 AM","0.00","0.00","4"
"Homestead","2 Aug 2023  6:00 AM","0.00","0.00","4"
"Homestead","2 Aug 2023  7:00 AM","0.00","0.00","4"
"Homestead","2 Aug 2023  8:00 AM","0.00","0.00","4"
"Homestead","2 Aug 2023  9:00 AM","0.00","0.00","4"
"Homestead","2 Aug 2023  10:00 AM","0.00","0.00","4"
"Homestead","2 Aug 2023  11:00 AM","0.00","0.00","4"
"Homestead","2 Aug 2023  12:00 PM","0.00","0.00","4"
"Homestead","2 Aug 2023  1:00 PM","0.00","0.00","4"
"Homestead","2 Aug 2023  2:00 PM","0.00","0.00","4"
"Homestead","2 Aug 2023  3:00 PM","0.99","0.51","4"
