"FAWN Station","Period","2m Rain tot (in)","2m Rain max over 15min (in)","N (# obs)"
"Homestead","10 Jun 2023  10:00 PM","0.00","0.00","4"
"Homestead","10 Jun 2023  11:00 PM","0.00","0.00","4"
"Homestead","11 Jun 2023  12:00 AM","0.00","0.00","4"
"Homestead","11 Jun 2023  1:00 AM","0.00","0.00","4"
"Homestead","11 Jun 2023  2:00 AM","0.00","0.00","4"
"Homestead","11 Jun 2023  3:00 AM","0.00","0.00","4"
"Homestead","11 Jun 2023  4:00 AM","0.00","0.00","4"
"Homestead","11 Jun 2023  5:00 AM","0.00","0.00","4"
"Homestead","11 Jun 2023  6:00 AM","0.00","0.00","4"
"Homestead","11 Jun 2023  7:00 AM","0.00","0.00","4"
"Homestead","11 Jun 2023  8:00 AM","0.00","0.00","4"
"Homestead","11 Jun 2023  9:00 AM","0.00","0.00","4"
"Homestead","11 Jun 2023  10:00 AM","0.00","0.00","4"
"Homestead","11 Jun 2023  11:00 AM","0.00","0.00","4"
"Homestead","11 Jun 2023  12:00 PM","0.41","0.20","4"
"Homestead","11 Jun 2023  1:00 PM","0.20","0.12","4"
"Homestead","11 Jun 2023  2:00 PM","0.00","0.00","4"
"Homestead","11 Jun 2023  3:00 PM","0.12","0.05","4"
"Homestead","11 Jun 2023  4:00 PM","0.06","0.02","4"
"Homestead","11 Jun 2023  5:00 PM","0.05","0.02","4"
"Homestead","11 Jun 2023  6:00 PM","0.03","0.01","4"
"Homestead","11 Jun 2023  7:00 PM","0.05","0.02","4"
"Homestead","11 Jun 2023  8:00 PM","0.03","0.01","4"
"Homestead","11 Jun 2023  9:00 PM","0.02","0.01","4"
"Homestead","11 Jun 2023  10:00 PM","0.01","0.01","4"
"Homestead","11 Jun 2023  11:00 PM","0.00","0.00","4"
"Homestead","12 Jun 2023  12:00 AM","0.00","0.00","4"
"Homestead","12 Jun 2023  1:00 AM","0.01","0.01","4"
"Homestead","12 Jun 2023  2:00 AM","0.00","0.00","4"
"Homestead","12 Jun 2023  3:00 AM","0.00","0.00","4"
"Homestead","12 Jun 2023  4:00 AM","0.00","0.00","4"
"Homestead","12 Jun 2023  5:00 AM","0.00","0.00","4"
"Homestead","12 Jun 2023  6:00 AM","0.00","0.00","4"
"Homestead","12 Jun 2023  7:00 AM","0.00","0.00","4"
"Homestead","12 Jun 2023  8:00 AM","0.00","0.00","4"
"Homestead","12 Jun 2023  9:00 AM","0.00","0.00","4"
"Homestead","12 Jun 2023  10:00 AM","0.00","0.00","4"
"Homestead","12 Jun 2023  11:00 AM","0.01","0.01","4"
"Homestead","12 Jun 2023  12:00 PM","0.00","0.00","4"
"Homestead","12 Jun 2023  1:00 PM","0.00","0.00","4"
"Homestead","12 Jun 2023  2:00 PM","0.00","0.00","4"
"Homestead","12 Jun 2023  3:00 PM","0.00","0.00","4"
"Homestead","12 Jun 2023  4:00 PM","0.00","0.00","4"
"Homestead","12 Jun 2023  5:00 PM","0.00","0.00","4"
"Homestead","12 Jun 2023  6:00 PM","0.00","0.00","4"
"Homestead","12 Jun 2023  7:00 PM","0.00","0.00","4"
"Homestead","12 Jun 2023  8:00 PM","0.01","0.01","4"
"Homestead","12 Jun 2023  9:00 PM","0.00","0.00","4"
"Homestead","12 Jun 2023  10:00 PM","0.00","0.00","4"
"Homestead","12 Jun 2023  11:00 PM","0.00","0.00","4"
"Homestead","13 Jun 2023  12:00 AM","0.01","0.01","4"
"Homestead","13 Jun 2023  1:00 AM","0.00","0.00","4"
"Homestead","13 Jun 2023  2:00 AM","0.01","0.01","4"
"Homestead","13 Jun 2023  3:00 AM","0.00","0.00","4"
"Homestead","13 Jun 2023  4:00 AM","0.00","0.00","4"
"Homestead","13 Jun 2023  5:00 AM","0.00","0.00","4"
"Homestead","13 Jun 2023  6:00 AM","0.00","0.00","4"
"Homestead","13 Jun 2023  7:00 AM","0.01","0.01","4"
"Homestead","13 Jun 2023  8:00 AM","0.00","0.00","4"
"Homestead","13 Jun 2023  9:00 AM","0.00","0.00","4"
"Homestead","13 Jun 2023  10:00 AM","0.00","0.00","4"
"Homestead","13 Jun 2023  11:00 AM","0.00","0.00","4"
"Homestead","13 Jun 2023  12:00 PM","0.00","0.00","4"
"Homestead","13 Jun 2023  1:00 PM","0.01","0.01","4"
"Homestead","13 Jun 2023  2:00 PM","0.00","0.00","4"
"Homestead","13 Jun 2023  3:00 PM","0.00","0.00","4"
"Homestead","13 Jun 2023  4:00 PM","0.00","0.00","4"
"Homestead","13 Jun 2023  5:00 PM","0.00","0.00","4"
"Homestead","13 Jun 2023  6:00 PM","0.00","0.00","4"
"Homestead","13 Jun 2023  7:00 PM","0.00","0.00","4"
"Homestead","13 Jun 2023  8:00 PM","0.00","0.00","4"
"Homestead","13 Jun 2023  9:00 PM","0.00","0.00","4"
"Homestead","13 Jun 2023  10:00 PM","0.00","0.00","4"
"Homestead","13 Jun 2023  11:00 PM","0.00","0.00","4"
"Homestead","14 Jun 2023  12:00 AM","0.00","0.00","4"
"Homestead","14 Jun 2023  1:00 AM","0.00","0.00","4"
"Homestead","14 Jun 2023  2:00 AM","0.00","0.00","4"
"Homestead","14 Jun 2023  3:00 AM","0.01","0.01","4"
"Homestead","14 Jun 2023  4:00 AM","0.00","0.00","4"
"Homestead","14 Jun 2023  5:00 AM","0.00","0.00","4"
"Homestead","14 Jun 2023  6:00 AM","0.00","0.00","4"
"Homestead","14 Jun 2023  7:00 AM","0.00","0.00","4"
"Homestead","14 Jun 2023  8:00 AM","0.00","0.00","4"
"Homestead","14 Jun 2023  9:00 AM","0.00","0.00","4"
"Homestead","14 Jun 2023  10:00 AM","0.00","0.00","4"
"Homestead","14 Jun 2023  11:00 AM","0.00","0.00","4"
"Homestead","14 Jun 2023  12:00 PM","0.00","0.00","4"
"Homestead","14 Jun 2023  1:00 PM","0.00","0.00","4"
"Homestead","14 Jun 2023  2:00 PM","0.00","0.00","4"
"Homestead","14 Jun 2023  3:00 PM","0.00","0.00","4"
"Homestead","14 Jun 2023  4:00 PM","0.00","0.00","4"
"Homestead","14 Jun 2023  5:00 PM","0.00","0.00","4"
"Homestead","14 Jun 2023  6:00 PM","0.00","0.00","4"
"Homestead","14 Jun 2023  7:00 PM","0.00","0.00","4"
"Homestead","14 Jun 2023  8:00 PM","0.00","0.00","4"
"Homestead","14 Jun 2023  9:00 PM","0.00","0.00","4"
"Homestead","14 Jun 2023  10:00 PM","0.00","0.00","4"
"Homestead","14 Jun 2023  11:00 PM","0.00","0.00","4"
"Homestead","15 Jun 2023  12:00 AM","0.00","0.00","4"
"Homestead","15 Jun 2023  1:00 AM","0.00","0.00","4"
"Homestead","15 Jun 2023  2:00 AM","0.00","0.00","4"
"Homestead","15 Jun 2023  3:00 AM","0.00","0.00","4"
"Homestead","15 Jun 2023  4:00 AM","0.00","0.00","4"
"Homestead","15 Jun 2023  5:00 AM","0.00","0.00","4"
"Homestead","15 Jun 2023  6:00 AM","0.00","0.00","4"
"Homestead","15 Jun 2023  7:00 AM","0.00","0.00","4"
"Homestead","15 Jun 2023  8:00 AM","0.00","0.00","4"
"Homestead","15 Jun 2023  9:00 AM","0.00","0.00","4"
"Homestead","15 Jun 2023  10:00 AM","0.00","0.00","4"
"Homestead","15 Jun 2023  11:00 AM","0.00","0.00","4"
"Homestead","15 Jun 2023  12:00 PM","0.00","0.00","4"
"Homestead","15 Jun 2023  1:00 PM","0.01","0.01","4"
"Homestead","15 Jun 2023  2:00 PM","0.00","0.00","4"
"Homestead","15 Jun 2023  3:00 PM","0.00","0.00","4"
"Homestead","15 Jun 2023  4:00 PM","0.00","0.00","4"
"Homestead","15 Jun 2023  5:00 PM","0.01","0.01","4"
"Homestead","15 Jun 2023  6:00 PM","0.00","0.00","4"
"Homestead","15 Jun 2023  7:00 PM","0.00","0.00","4"
"Homestead","15 Jun 2023  8:00 PM","0.00","0.00","4"
"Homestead","15 Jun 2023  9:00 PM","0.00","0.00","4"
"Homestead","15 Jun 2023  10:00 PM","0.00","0.00","4"
"Homestead","15 Jun 2023  11:00 PM","0.01","0.01","4"
"Homestead","16 Jun 2023  12:00 AM","0.00","0.00","4"
"Homestead","16 Jun 2023  1:00 AM","0.00","0.00","4"
"Homestead","16 Jun 2023  2:00 AM","0.00","0.00","4"
"Homestead","16 Jun 2023  3:00 AM","0.00","0.00","4"
"Homestead","16 Jun 2023  4:00 AM","0.00","0.00","4"
"Homestead","16 Jun 2023  5:00 AM","0.00","0.00","4"
"Homestead","16 Jun 2023  6:00 AM","0.00","0.00","4"
"Homestead","16 Jun 2023  7:00 AM","0.00","0.00","4"
"Homestead","16 Jun 2023  8:00 AM","0.00","0.00","4"
"Homestead","16 Jun 2023  9:00 AM","0.00","0.00","4"
"Homestead","16 Jun 2023  10:00 AM","0.00","0.00","4"
"Homestead","16 Jun 2023  11:00 AM","0.00","0.00","4"
"Homestead","16 Jun 2023  12:00 PM","0.00","0.00","4"
"Homestead","16 Jun 2023  1:00 PM","0.00","0.00","4"
"Homestead","16 Jun 2023  2:00 PM","0.00","0.00","4"
"Homestead","16 Jun 2023  3:00 PM","0.00","0.00","4"
"Homestead","16 Jun 2023  4:00 PM","0.00","0.00","4"
"Homestead","16 Jun 2023  5:00 PM","0.00","0.00","4"
"Homestead","16 Jun 2023  6:00 PM","0.00","0.00","4"
"Homestead","16 Jun 2023  7:00 PM","0.05","0.05","4"
"Homestead","16 Jun 2023  8:00 PM","0.00","0.00","4"
"Homestead","16 Jun 2023  9:00 PM","0.00","0.00","4"
"Homestead","16 Jun 2023  10:00 PM","0.00","0.00","4"
"Homestead","16 Jun 2023  11:00 PM","0.00","0.00","4"
"Homestead","17 Jun 2023  12:00 AM","0.00","0.00","4"
"Homestead","17 Jun 2023  1:00 AM","0.00","0.00","4"
"Homestead","17 Jun 2023  2:00 AM","0.00","0.00","4"
"Homestead","17 Jun 2023  3:00 AM","0.00","0.00","4"
"Homestead","17 Jun 2023  4:00 AM","0.00","0.00","4"
"Homestead","17 Jun 2023  5:00 AM","0.00","0.00","4"
"Homestead","17 Jun 2023  6:00 AM","0.00","0.00","4"
"Homestead","17 Jun 2023  7:00 AM","0.00","0.00","4"
"Homestead","17 Jun 2023  8:00 AM","0.00","0.00","4"
"Homestead","17 Jun 2023  9:00 AM","0.00","0.00","4"
"Homestead","17 Jun 2023  10:00 AM","0.00","0.00","4"
"Homestead","17 Jun 2023  11:00 AM","0.00","0.00","4"
"Homestead","17 Jun 2023  12:00 PM","0.02","0.01","4"
"Homestead","17 Jun 2023  1:00 PM","0.08","0.05","4"
"Homestead","17 Jun 2023  2:00 PM","0.07","0.04","4"
"Homestead","17 Jun 2023  3:00 PM","0.00","0.00","4"
"Homestead","17 Jun 2023  4:00 PM","0.00","0.00","4"
"Homestead","17 Jun 2023  5:00 PM","0.00","0.00","4"
"Homestead","17 Jun 2023  6:00 PM","0.00","0.00","4"
"Homestead","17 Jun 2023  7:00 PM","0.00","0.00","4"
"Homestead","17 Jun 2023  8:00 PM","0.00","0.00","4"
"Homestead","17 Jun 2023  9:00 PM","0.00","0.00","4"
"Homestead","17 Jun 2023  10:00 PM","0.00","0.00","4"
"Homestead","17 Jun 2023  11:00 PM","0.00","0.00","4"
"Homestead","18 Jun 2023  12:00 AM","0.00","0.00","4"
"Homestead","18 Jun 2023  1:00 AM","0.00","0.00","4"
"Homestead","18 Jun 2023  2:00 AM","0.00","0.00","4"
"Homestead","18 Jun 2023  3:00 AM","0.00","0.00","4"
"Homestead","18 Jun 2023  4:00 AM","0.03","0.02","4"
"Homestead","18 Jun 2023  5:00 AM","0.01","0.01","4"
"Homestead","18 Jun 2023  6:00 AM","0.00","0.00","4"
"Homestead","18 Jun 2023  7:00 AM","0.00","0.00","4"
"Homestead","18 Jun 2023  8:00 AM","0.00","0.00","4"
"Homestead","18 Jun 2023  9:00 AM","0.00","0.00","4"
"Homestead","18 Jun 2023  10:00 AM","0.00","0.00","4"
"Homestead","18 Jun 2023  11:00 AM","0.00","0.00","4"
"Homestead","18 Jun 2023  12:00 PM","0.00","0.00","4"
"Homestead","18 Jun 2023  1:00 PM","0.00","0.00","4"
"Homestead","18 Jun 2023  2:00 PM","0.02","0.01","4"
"Homestead","18 Jun 2023  3:00 PM","0.00","0.00","4"
"Homestead","18 Jun 2023  4:00 PM","0.00","0.00","4"
"Homestead","18 Jun 2023  5:00 PM","0.00","0.00","4"
"Homestead","18 Jun 2023  6:00 PM","0.00","0.00","4"
"Homestead","18 Jun 2023  7:00 PM","0.00","0.00","4"
"Homestead","18 Jun 2023  8:00 PM","0.00","0.00","4"
"Homestead","18 Jun 2023  9:00 PM","0.00","0.00","4"
"Homestead","18 Jun 2023  10:00 PM","0.00","0.00","4"
"Homestead","18 Jun 2023  11:00 PM","0.00","0.00","4"
"Homestead","19 Jun 2023  12:00 AM","0.00","0.00","4"
"Homestead","19 Jun 2023  1:00 AM","0.00","0.00","4"
"Homestead","19 Jun 2023  2:00 AM","0.00","0.00","4"
"Homestead","19 Jun 2023  3:00 AM","0.00","0.00","4"
"Homestead","19 Jun 2023  4:00 AM","0.00","0.00","4"
"Homestead","19 Jun 2023  5:00 AM","0.00","0.00","4"
"Homestead","19 Jun 2023  6:00 AM","0.00","0.00","4"
"Homestead","19 Jun 2023  7:00 AM","0.00","0.00","4"
"Homestead","19 Jun 2023  8:00 AM","0.00","0.00","4"
"Homestead","19 Jun 2023  9:00 AM","0.00","0.00","4"
"Homestead","19 Jun 2023  10:00 AM","0.00","0.00","4"
"Homestead","19 Jun 2023  11:00 AM","0.00","0.00","4"
"Homestead","19 Jun 2023  12:00 PM","0.00","0.00","4"
"Homestead","19 Jun 2023  1:00 PM","0.00","0.00","4"
"Homestead","19 Jun 2023  2:00 PM","0.22","0.15","4"
"Homestead","19 Jun 2023  3:00 PM","0.00","0.00","4"
"Homestead","19 Jun 2023  4:00 PM","0.00","0.00","4"
"Homestead","19 Jun 2023  5:00 PM","0.02","0.01","4"
"Homestead","19 Jun 2023  6:00 PM","0.01","0.01","4"
"Homestead","19 Jun 2023  7:00 PM","0.02","0.01","4"
"Homestead","19 Jun 2023  8:00 PM","0.08","0.03","4"
"Homestead","19 Jun 2023  9:00 PM","0.02","0.01","4"
"Homestead","19 Jun 2023  10:00 PM","0.01","0.01","4"
"Homestead","19 Jun 2023  11:00 PM","0.00","0.00","4"
"Homestead","20 Jun 2023  12:00 AM","0.00","0.00","4"
"Homestead","20 Jun 2023  1:00 AM","0.00","0.00","4"
"Homestead","20 Jun 2023  2:00 AM","0.00","0.00","4"
"Homestead","20 Jun 2023  3:00 AM","0.00","0.00","4"
"Homestead","20 Jun 2023  4:00 AM","0.00","0.00","4"
"Homestead","20 Jun 2023  5:00 AM","0.00","0.00","4"
"Homestead","20 Jun 2023  6:00 AM","0.00","0.00","4"
"Homestead","20 Jun 2023  7:00 AM","0.00","0.00","4"
"Homestead","20 Jun 2023  8:00 AM","0.00","0.00","4"
"Homestead","20 Jun 2023  9:00 AM","0.00","0.00","4"
"Homestead","20 Jun 2023  10:00 AM","0.00","0.00","4"
"Homestead","20 Jun 2023  11:00 AM","0.00","0.00","4"
"Homestead","20 Jun 2023  12:00 PM","0.00","0.00","4"
"Homestead","20 Jun 2023  1:00 PM","0.00","0.00","4"
"Homestead","20 Jun 2023  2:00 PM","0.00","0.00","4"
"Homestead","20 Jun 2023  3:00 PM","0.00","0.00","4"
"Homestead","20 Jun 2023  4:00 PM","0.00","0.00","4"
"Homestead","20 Jun 2023  5:00 PM","0.00","0.00","4"
"Homestead","20 Jun 2023  6:00 PM","0.00","0.00","4"
"Homestead","20 Jun 2023  7:00 PM","0.00","0.00","4"
"Homestead","20 Jun 2023  8:00 PM","0.00","0.00","4"
"Homestead","20 Jun 2023  9:00 PM","0.00","0.00","4"
"Homestead","20 Jun 2023  10:00 PM","0.41","0.41","4"
"Homestead","20 Jun 2023  11:00 PM","0.90","0.58","4"
"Homestead","21 Jun 2023  12:00 AM","0.00","0.00","4"
"Homestead","21 Jun 2023  1:00 AM","0.00","0.00","4"
"Homestead","21 Jun 2023  2:00 AM","0.00","0.00","4"
"Homestead","21 Jun 2023  3:00 AM","0.00","0.00","4"
"Homestead","21 Jun 2023  4:00 AM","0.00","0.00","4"
"Homestead","21 Jun 2023  5:00 AM","0.00","0.00","4"
"Homestead","21 Jun 2023  6:00 AM","0.00","0.00","4"
"Homestead","21 Jun 2023  7:00 AM","0.00","0.00","4"
"Homestead","21 Jun 2023  8:00 AM","0.00","0.00","4"
"Homestead","21 Jun 2023  9:00 AM","0.00","0.00","4"
"Homestead","21 Jun 2023  10:00 AM","0.00","0.00","4"
"Homestead","21 Jun 2023  11:00 AM","0.00","0.00","4"
"Homestead","21 Jun 2023  12:00 PM","0.17","0.09","4"
"Homestead","21 Jun 2023  1:00 PM","0.00","0.00","4"
"Homestead","21 Jun 2023  2:00 PM","0.00","0.00","4"
"Homestead","21 Jun 2023  3:00 PM","0.00","0.00","4"
"Homestead","21 Jun 2023  4:00 PM","0.00","0.00","4"
"Homestead","21 Jun 2023  5:00 PM","0.00","0.00","4"
"Homestead","21 Jun 2023  6:00 PM","0.00","0.00","4"
"Homestead","21 Jun 2023  7:00 PM","0.00","0.00","4"
"Homestead","21 Jun 2023  8:00 PM","0.00","0.00","4"
"Homestead","21 Jun 2023  9:00 PM","0.00","0.00","4"
"Homestead","21 Jun 2023  10:00 PM","0.00","0.00","4"
"Homestead","21 Jun 2023  11:00 PM","0.00","0.00","4"
"Homestead","22 Jun 2023  12:00 AM","0.00","0.00","4"
"Homestead","22 Jun 2023  1:00 AM","0.00","0.00","4"
"Homestead","22 Jun 2023  2:00 AM","0.00","0.00","4"
"Homestead","22 Jun 2023  3:00 AM","0.00","0.00","4"
"Homestead","22 Jun 2023  4:00 AM","0.00","0.00","4"
"Homestead","22 Jun 2023  5:00 AM","0.00","0.00","4"
"Homestead","22 Jun 2023  6:00 AM","0.00","0.00","4"
"Homestead","22 Jun 2023  7:00 AM","0.00","0.00","4"
"Homestead","22 Jun 2023  8:00 AM","0.00","0.00","4"
"Homestead","22 Jun 2023  9:00 AM","0.00","0.00","4"
"Homestead","22 Jun 2023  10:00 AM","0.00","0.00","4"
"Homestead","22 Jun 2023  11:00 AM","0.00","0.00","4"
"Homestead","22 Jun 2023  12:00 PM","0.02","0.01","4"
"Homestead","22 Jun 2023  1:00 PM","0.00","0.00","4"
"Homestead","22 Jun 2023  2:00 PM","0.00","0.00","4"
"Homestead","22 Jun 2023  3:00 PM","0.00","0.00","4"
"Homestead","22 Jun 2023  4:00 PM","0.00","0.00","4"
"Homestead","22 Jun 2023  5:00 PM","0.00","0.00","4"
"Homestead","22 Jun 2023  6:00 PM","0.00","0.00","4"
"Homestead","22 Jun 2023  7:00 PM","0.00","0.00","4"
"Homestead","22 Jun 2023  8:00 PM","0.00","0.00","4"
"Homestead","22 Jun 2023  9:00 PM","0.00","0.00","4"
"Homestead","22 Jun 2023  10:00 PM","0.00","0.00","4"
"Homestead","22 Jun 2023  11:00 PM","0.00","0.00","4"
"Homestead","23 Jun 2023  12:00 AM","0.00","0.00","4"
"Homestead","23 Jun 2023  1:00 AM","0.00","0.00","4"
"Homestead","23 Jun 2023  2:00 AM","0.00","0.00","4"
"Homestead","23 Jun 2023  3:00 AM","0.00","0.00","4"
"Homestead","23 Jun 2023  4:00 AM","0.00","0.00","4"
"Homestead","23 Jun 2023  5:00 AM","0.00","0.00","4"
"Homestead","23 Jun 2023  6:00 AM","0.00","0.00","4"
"Homestead","23 Jun 2023  7:00 AM","0.00","0.00","4"
"Homestead","23 Jun 2023  8:00 AM","0.00","0.00","4"
"Homestead","23 Jun 2023  9:00 AM","0.00","0.00","4"
"Homestead","23 Jun 2023  10:00 AM","0.00","0.00","4"
"Homestead","23 Jun 2023  11:00 AM","0.00","0.00","4"
"Homestead","23 Jun 2023  12:00 PM","0.00","0.00","4"
"Homestead","23 Jun 2023  1:00 PM","0.00","0.00","4"
"Homestead","23 Jun 2023  2:00 PM","0.00","0.00","4"
"Homestead","23 Jun 2023  3:00 PM","0.00","0.00","4"
"Homestead","23 Jun 2023  4:00 PM","0.00","0.00","4"
"Homestead","23 Jun 2023  5:00 PM","0.00","0.00","4"
"Homestead","23 Jun 2023  6:00 PM","0.00","0.00","4"
"Homestead","23 Jun 2023  7:00 PM","0.00","0.00","4"
"Homestead","23 Jun 2023  8:00 PM","0.00","0.00","4"
"Homestead","23 Jun 2023  9:00 PM","0.00","0.00","4"
"Homestead","23 Jun 2023  10:00 PM","0.00","0.00","4"
"Homestead","23 Jun 2023  11:00 PM","0.00","0.00","4"
"Homestead","24 Jun 2023  12:00 AM","0.00","0.00","4"
"Homestead","24 Jun 2023  1:00 AM","0.00","0.00","4"
"Homestead","24 Jun 2023  2:00 AM","0.00","0.00","4"
"Homestead","24 Jun 2023  3:00 AM","0.00","0.00","4"
"Homestead","24 Jun 2023  4:00 AM","0.00","0.00","4"
"Homestead","24 Jun 2023  5:00 AM","0.00","0.00","4"
"Homestead","24 Jun 2023  6:00 AM","0.00","0.00","4"
"Homestead","24 Jun 2023  7:00 AM","0.00","0.00","4"
"Homestead","24 Jun 2023  8:00 AM","0.00","0.00","4"
"Homestead","24 Jun 2023  9:00 AM","0.00","0.00","4"
"Homestead","24 Jun 2023  10:00 AM","0.00","0.00","4"
"Homestead","24 Jun 2023  11:00 AM","0.08","0.04","4"
"Homestead","24 Jun 2023  12:00 PM","0.02","0.02","4"
"Homestead","24 Jun 2023  1:00 PM","0.00","0.00","4"
"Homestead","24 Jun 2023  2:00 PM","0.00","0.00","4"
"Homestead","24 Jun 2023  3:00 PM","0.00","0.00","4"
"Homestead","24 Jun 2023  4:00 PM","0.00","0.00","4"
"Homestead","24 Jun 2023  5:00 PM","0.00","0.00","4"
"Homestead","24 Jun 2023  6:00 PM","0.00","0.00","4"
"Homestead","24 Jun 2023  7:00 PM","0.00","0.00","4"
"Homestead","24 Jun 2023  8:00 PM","0.07","0.04","4"
"Homestead","24 Jun 2023  9:00 PM","0.01","0.01","4"
"Homestead","24 Jun 2023  10:00 PM","0.00","0.00","4"
"Homestead","24 Jun 2023  11:00 PM","0.00","0.00","4"
"Homestead","25 Jun 2023  12:00 AM","0.00","0.00","4"
"Homestead","25 Jun 2023  1:00 AM","0.00","0.00","4"
"Homestead","25 Jun 2023  2:00 AM","0.00","0.00","4"
"Homestead","25 Jun 2023  3:00 AM","0.00","0.00","4"
"Homestead","25 Jun 2023  4:00 AM","0.00","0.00","4"
"Homestead","25 Jun 2023  5:00 AM","0.00","0.00","4"
"Homestead","25 Jun 2023  6:00 AM","0.00","0.00","4"
"Homestead","25 Jun 2023  7:00 AM","0.00","0.00","4"
"Homestead","25 Jun 2023  8:00 AM","0.00","0.00","4"
"Homestead","25 Jun 2023  9:00 AM","0.00","0.00","4"
"Homestead","25 Jun 2023  10:00 AM","0.00","0.00","4"
"Homestead","25 Jun 2023  11:00 AM","0.00","0.00","4"
"Homestead","25 Jun 2023  12:00 PM","0.00","0.00","4"
"Homestead","25 Jun 2023  1:00 PM","0.51","0.50","4"
"Homestead","25 Jun 2023  2:00 PM","0.12","0.11","4"
"Homestead","25 Jun 2023  3:00 PM","0.01","0.01","4"
"Homestead","25 Jun 2023  4:00 PM","0.09","0.04","4"
"Homestead","25 Jun 2023  5:00 PM","0.01","0.01","4"
"Homestead","25 Jun 2023  6:00 PM","0.00","0.00","4"
"Homestead","25 Jun 2023  7:00 PM","0.00","0.00","4"
"Homestead","25 Jun 2023  8:00 PM","0.00","0.00","4"
"Homestead","25 Jun 2023  9:00 PM","0.00","0.00","4"
"Homestead","25 Jun 2023  10:00 PM","0.00","0.00","4"
"Homestead","25 Jun 2023  11:00 PM","0.00","0.00","4"
"Homestead","26 Jun 2023  12:00 AM","0.00","0.00","4"
"Homestead","26 Jun 2023  1:00 AM","0.00","0.00","4"
"Homestead","26 Jun 2023  2:00 AM","0.00","0.00","4"
"Homestead","26 Jun 2023  3:00 AM","0.00","0.00","4"
"Homestead","26 Jun 2023  4:00 AM","0.00","0.00","4"
"Homestead","26 Jun 2023  5:00 AM","0.00","0.00","4"
"Homestead","26 Jun 2023  6:00 AM","0.00","0.00","4"
"Homestead","26 Jun 2023  7:00 AM","0.00","0.00","4"
"Homestead","26 Jun 2023  8:00 AM","0.00","0.00","4"
"Homestead","26 Jun 2023  9:00 AM","0.00","0.00","4"
"Homestead","26 Jun 2023  10:00 AM","0.00","0.00","4"
"Homestead","26 Jun 2023  11:00 AM","0.00","0.00","4"
"Homestead","26 Jun 2023  12:00 PM","0.00","0.00","4"
"Homestead","26 Jun 2023  1:00 PM","0.33","0.18","4"
"Homestead","26 Jun 2023  2:00 PM","0.00","0.00","4"
"Homestead","26 Jun 2023  3:00 PM","0.04","0.02","4"
"Homestead","26 Jun 2023  4:00 PM","0.01","0.01","4"
"Homestead","26 Jun 2023  5:00 PM","0.00","0.00","4"
"Homestead","26 Jun 2023  6:00 PM","0.00","0.00","4"
"Homestead","26 Jun 2023  7:00 PM","0.00","0.00","4"
"Homestead","26 Jun 2023  8:00 PM","0.00","0.00","4"
"Homestead","26 Jun 2023  9:00 PM","0.00","0.00","4"
"Homestead","26 Jun 2023  10:00 PM","0.00","0.00","4"
"Homestead","26 Jun 2023  11:00 PM","0.00","0.00","4"
"Homestead","27 Jun 2023  12:00 AM","0.00","0.00","4"
"Homestead","27 Jun 2023  1:00 AM","0.00","0.00","4"
"Homestead","27 Jun 2023  2:00 AM","0.00","0.00","4"
"Homestead","27 Jun 2023  3:00 AM","0.00","0.00","4"
"Homestead","27 Jun 2023  4:00 AM","0.00","0.00","4"
"Homestead","27 Jun 2023  5:00 AM","0.00","0.00","4"
"Homestead","27 Jun 2023  6:00 AM","0.00","0.00","4"
"Homestead","27 Jun 2023  7:00 AM","0.00","0.00","4"
"Homestead","27 Jun 2023  8:00 AM","0.00","0.00","4"
"Homestead","27 Jun 2023  9:00 AM","0.00","0.00","4"
"Homestead","27 Jun 2023  10:00 AM","0.00","0.00","4"
"Homestead","27 Jun 2023  11:00 AM","0.00","0.00","4"
"Homestead","27 Jun 2023  12:00 PM","0.00","0.00","4"
"Homestead","27 Jun 2023  1:00 PM","0.00","0.00","4"
"Homestead","27 Jun 2023  2:00 PM","0.00","0.00","4"
"Homestead","27 Jun 2023  3:00 PM","0.00","0.00","4"
"Homestead","27 Jun 2023  4:00 PM","0.00","0.00","4"
"Homestead","27 Jun 2023  5:00 PM","0.00","0.00","4"
"Homestead","27 Jun 2023  6:00 PM","0.00","0.00","4"
"Homestead","27 Jun 2023  7:00 PM","0.00","0.00","4"
"Homestead","27 Jun 2023  8:00 PM","0.00","0.00","4"
"Homestead","27 Jun 2023  9:00 PM","0.00","0.00","4"
"Homestead","27 Jun 2023  10:00 PM","0.00","0.00","4"
"Homestead","27 Jun 2023  11:00 PM","0.00","0.00","4"
"Homestead","28 Jun 2023  12:00 AM","0.00","0.00","4"
"Homestead","28 Jun 2023  1:00 AM","0.00","0.00","4"
"Homestead","28 Jun 2023  2:00 AM","0.00","0.00","4"
"Homestead","28 Jun 2023  3:00 AM","0.00","0.00","4"
"Homestead","28 Jun 2023  4:00 AM","0.00","0.00","4"
"Homestead","28 Jun 2023  5:00 AM","0.00","0.00","4"
"Homestead","28 Jun 2023  6:00 AM","0.00","0.00","4"
"Homestead","28 Jun 2023  7:00 AM","0.00","0.00","4"
"Homestead","28 Jun 2023  8:00 AM","0.00","0.00","4"
"Homestead","28 Jun 2023  9:00 AM","0.00","0.00","4"
"Homestead","28 Jun 2023  10:00 AM","0.00","0.00","4"
"Homestead","28 Jun 2023  11:00 AM","0.00","0.00","4"
